auth_last,auth_first,publ_date,auth_gender,author_id
Lutz,John,1987,M,5623
Lutz,John,1987,M,5624
Maxwell,A. E,1987,0,5625
May,Julian,1987,F,5626
McBain,Ed,1987,M,5627
McCaffrey,Anne,1987,F,5628
McCauley,Stephen,1987,M,5629
McCorkle,Jill,1987,F,5630
McDermott,Alice,1987,F,5631
McMahon,Thomas A.,1987,M,5632
McMillan,Terry,1987,F,5633
McNamara,Joseph D,1987,M,5634
Mertz,Barbara,1987,F,5635
Morris,Gilbert,1987,M,5636
Morrison,Toni,1987,F,5637
Nichols,John Treadwell,1987,M,5638
Niven,Larry,1987,M,5639
Norton,Andre,1987,F,5640
O'Neill,Timothy R,1987,M,5641
Paretsky,Sara,1987,F,5642
Park,Paul,1987,M,5643
Parker,Robert B.,1987,M,5644
Paulsen,Gary,1987,M,5645
Pendleton,Don,1987,M,5646
Percy,Walker,1987,M,5647
Pickard,Nancy,1987,F,5648
Pohl,Frederik,1987,M,5649
Pollack,Rachel,1987,F,5650
Powell,Padgett,1987,M,5651
Powers,Tim,1987,M,5652
Poyer,David,1987,M,5653
Prather,Richard S,1987,M,5654
Price,Eugenia,1987,F,5655
Pronzini,Bill,1987,M,5656
Pulver,Mary Monica,1987,F,5657
Quammen,David,1987,M,5658
Randall,John D.,1987,M,5659
Randisi,Robert J,1987,M,5660
Ray,Robert J.,1987,M,5661
Roberts,Gillian,1987,F,5662
Roberts,Nora,1987,F,5663
Rogan,Barbara,1987,F,5664
Rule,Jane,1987,F,5665
Saberhagen,Fred,1987,M,5666
Salamon,Julie,1987,F,5667
Sanders,Lawrence,1987,M,5668
Satterthwait,Walter,1987,M,5669
Sheldon,Sidney,1987,M,5670
Shrake,Edwin,1987,M,5671
Shulman,Alix Kates,1987,F,5672
Siddons,Anne Rivers,1987,F,5673
Simmons,Charles,1987,M,5674
Singer,Shelley,1987,F,5675
Smith,Julie,1987,F,5676
Spencer,LaVyrle,1987,F,5677
Spinrad,Norman,1987,M,5678
Steel,Danielle,1987,F,5679
Stegner,Wallace,1987,M,5680
Swift,Edward,1987,M,5681
Tarr,Judith,1987,F,5682
Thoene,Bodie,1987,F,5683
Thoene,Bodie,1987,F,5684
Thomas,Ross,1987,M,5685
Vachss,Andrew H,1987,M,5686
Vonnegut,Kurt,1987,M,5687
Wager,Walter,1987,M,5688
Wallace,David Foster,1987,M,5689
Weber,Janice,1987,F,5690
Weinstein,Howard,1987,M,5691
Weis,Margaret,1987,F,5692
Whitmore,George,1987,M,5693
Wilcox,James,1987,M,5694
Wilhelm,Kate,1987,F,5695
Willeford,Charles Ray,1987,M,5696
Williams,Walter Jon,1987,M,5697
Wilson,Dorothy Clarke,1987,F,5698
Wiltz,Chris,1987,F,5699
Wolfe,Gene,1987,M,5700
Wood,Jane Roberts,1987,F,5701
Woods,Stuart,1987,M,5702
Yarbro,Chelsea Quinn,1987,F,5703
Yezierska,Anzia,1987,F,5704
Abbey,Edward,1988,M,5705
Adams,Alice,1988,F,5706
Allegretto,Michael,1988,M,5707
Allen,Charlotte Vale,1988,F,5708
Amiel,Joseph,1988,M,5709
Andrews,V. C.,1988,F,5710
Anthony,Piers,1988,M,5711
Anthony,Piers,1988,M,5712
Appel,Allen,1988,M,5713
Arnold,Madelyn,1988,F,5714
Asimov,Isaac,1988,M,5715
Auchincloss,Louis,1988,M,5716
Babcock,Richard,1988,M,5717
Bear,Greg,1988,M,5718
Beck,K. K,1988,F,5719
Beinhart,Larry,1988,M,5720
Benedict,Elizabeth,1988,F,5721
Berger,Thomas,1988,M,5722
Berry,Wendell,1988,M,5723
Bickmore,Barbara,1988,F,5724
Bishop,Michael,1988,M,5725
Blake,Jennifer,1988,F,5726
Blake,Michael,1988,M,5727
Blaylock,James P.,1988,M,5728
Block,Lawrence,1988,M,5729
Bova,Ben,1988,M,5730
Braun,Lilian Jackson,1988,F,5731
Braverman,Kate,1988,F,5732
Breslin,Jimmy,1988,M,5733
Brinkley,William,1988,M,5734
Brooks,Terry,1988,M,5735
Brown,Sandra,1988,F,5736
Bujold,Lois McMaster,1988,F,5737
Burke,James Lee,1988,M,5738
Butler,Octavia E,1988,F,5739
Byrd,Max,1988,0,5740
Cannell,Dorothy,1988,F,5741
Carey,Diane,1988,F,5742
Carter,Carmen,1988,0,5743
Chabon,Michael,1988,M,5744
Chacko,David,1988,M,5745
Chase,Loretta Lynda,1988,F,5746
Collins,Max Allan,1988,M,5747
Cook,Robin,1988,M,5748
Cook,Thomas H,1988,M,5749
Coonts,Stephen,1988,M,5750
Cooper,Susan Rogers,1988,F,5751
Crider,Bill,1988,M,5752
Crider,Bill,1988,M,5753
Crispin,A. C,1988,F,5754
Cusick,Richie Tankersley,1988,F,5755
Daley,Robert,1988,M,5756
Deloria,Ella Cara,1988,F,5757
DeWeese,Gene,1988,M,5758
DeWeese,Gene,1988,M,5759
Dickson,Gordon R,1988,M,5760
Dinallo,Gregory S,1988,M,5761
Dobyns,Stephen,1988,M,5762
Duane,Diane,1988,F,5763
Dunn,Carola,1988,F,5764
Dunne,Dominick,1988,M,5765
Dvorkin,David,1988,M,5766
Edgerton,Clyde,1988,M,5767
Ellroy,James,1988,M,5768
Emerson,Earl W,1988,M,5769
Emerson,Earl W,1988,M,5770
Engh,M. J,1988,F,5771
Estleman,Loren D,1988,M,5772
Exley,Frederick,1988,M,5773
Fante,John,1988,M,5774
Farrelly,Peter,1988,M,5775
Feist,Raymond E,1988,M,5776
Foster,Alan Dean,1988,M,5777
Foster,Alan Dean,1988,M,5778
Franzen,Jonathan,1988,M,5779
Friedman,Kinky,1988,M,5780
Gibson,William,1988,M,5781
Goldsborough,Robert,1988,M,5782
Grafton,Sue,1988,F,5783
Graham,Mark,1988,M,5784
Gray,A. W.,1988,M,5785
Greeley,Andrew M.,1988,0,5786
Grissom,Ken,1988,M,5787
Hall,Parnell,1988,M,5788
Hambly,Barbara,1988,F,5789
Hambly,Barbara,1988,F,5790
Harris,Ruth,1988,F,5791
Harrison,Harry,1988,M,5792
Harrison,Jim,1988,M,5793
Haywood,Gar Anthony,1988,M,5794
Healy,J. F.,1988,M,5795
Herbert,Frank,1988,M,5796
Hess,Joan,1988,F,5797
Hood,Ann,1988,F,5798
Hoover,Paul,1988,M,5799
Irvine,R. R.,1988,M,5800
Jance,Judith A,1988,F,5801
Kakonis,Tom E,1988,M,5802
Kaminsky,Stuart M,1988,M,5803
Kennealy,Jerry,1988,M,5804
Kennealy,Jerry,1988,M,5805
Kingsolver,Barbara,1988,F,5806
Knaak,Richard A,1988,M,5807
L'Heureux,John,1988,M,5808
Lackey,Mercedes,1988,F,5809
Lackey,Mercedes,1988,F,5810
Ovstedal,Barbara,1988,F,5811
Lileks,James,1988,M,5812
Lincoln,C. Eric,1988,M,5813
Lochte,Dick,1988,M,5814
Lorrah,Jean,1988,F,5815
Lott,Bret,1988,M,5816
Lurie,Alison,1988,F,5817
Lutz,John,1988,M,5818
Lutz,John,1988,M,5819
MacLeod,Charlotte,1988,F,5820
Mancini,Anthony,1988,M,5821
Maxwell,A. E,1988,0,5822
McCaffrey,Anne,1988,F,5823
McCloy,Kristin,1988,F,5824
McInerney,Jay,1988,M,5825
Michener,James A.,1988,M,5826
Morales,Alejandro,1988,M,5827
Muller,Marcia,1988,F,5828
Muller,Marcia,1988,F,5829
Naumoff,Lawrence,1988,M,5830
Neel,Janet,1988,F,5831
O'Marie,Carol Anne,1988,F,5832
Paretsky,Sara,1988,F,5833
Parker,F. M,1988,M,5834
Parker,Robert B.,1988,M,5835
Paul,Barbara,1988,F,5836
Pearson,Ridley,1988,M,5837
Pendleton,Don,1988,M,5838
Powers,J. F.,1988,M,5839
Pringle,Terry,1988,M,5840
Pulver,Mary Monica,1988,F,5841
Ray,Robert J.,1988,M,5842
Reeves-Stevens,Garfield,1988,M,5843
Resnick,Michael D,1988,M,5844
Roberson,Jennifer,1988,F,5845
Robinson,Kim Stanley,1988,M,5846
Robson,Lucia St. Clair,1988,F,5847
Rosca,Ninotchka,1988,F,5848
Rosen,Richard Dean,1988,M,5849
Rosenberg,Joel,1988,M,5850
Ruff,Matt,1988,M,5851
Russo,Richard,1988,M,5852
Saberhagen,Fred,1988,M,5853
Salvatore,R. A.,1988,M,5854
Sanders,Lawrence,1988,M,5855
Sargent,Pamela,1988,F,5856
Schow,David J,1988,M,5857
Schulman,Sarah,1988,F,5858
Shankman,Sarah,1988,F,5859
Shiner,Lewis,1988,M,5860
Shriver,Lionel,1988,F,5861
Siddons,Anne Rivers,1988,F,5862
Silverberg,Robert,1988,M,5863
Simonson,Sheila,1988,F,5864
Singer,Shelley,1988,F,5865
Smiley,Jane,1988,F,5866
Smith,Lee,1988,F,5867
Solomita,Stephen,1988,M,5868
Spanbauer,Tom,1988,M,5869
Spencer,LaVyrle,1988,F,5870
Spinrad,Norman,1988,M,5871
Steel,Danielle,1988,F,5872
Straub,Peter,1988,M,5873
Streshinsky,Shirley,1988,F,5874
Sullivan,Faith,1988,F,5875
Tarr,Judith,1988,F,5876
Tepper,Sheri S,1988,F,5877
Thayer,Nancy,1988,F,5878
Thoene,Bodie,1988,F,5879
Thoene,Bodie,1988,F,5880
Trott,Susan,1988,F,5881
Tyler,Anne,1988,F,5882
Updike,John,1988,M,5883
Uris,Leon,1988,M,5884
Vachss,Andrew H,1988,M,5885
Vance,Jack,1988,M,5886
Vinge,Joan D,1988,F,5887
Weis,Margaret,1988,F,5888
Weis,Margaret,1988,F,5889
Wells,Marian,1988,F,5890
White,Edmund,1988,M,5891
Wilcox,Collin,1988,M,5892
Wilcox,Collin,1988,M,5893
Wiley,Richard,1988,M,5894
Williams,Joy,1988,F,5895
Williams,Michael,1988,M,5896
Williams,Tad,1988,M,5897
Wludyka,Peter,1988,M,5898
Wolfe,Gene,1988,M,5899
Wolff,Larry,1988,M,5900
Wolitzer,Hilma,1988,F,5901
Wood,Barbara,1988,F,5902
Yarbro,Chelsea Quinn,1988,F,5903
Alexander,Karl,1989,M,5904
Andrews,V. C.,1989,F,5905
Ashwood-Collins,Anna,1989,F,5906
Attanasio,A. A,1989,M,5907
Auchincloss,Louis,1989,M,5908
Auster,Paul,1989,M,5909
Bain,Donald,1989,M,5910
Ball,John Dudley,1989,M,5911
Banks,Russell,1989,M,5912
Barnes,Linda,1989,F,5913
Barnhardt,Wilton,1989,M,5914
Bauer,Douglas,1989,M,5915
Beattie,Ann,1989,F,5916
Beck,K. K,1989,F,5917
Bell,Clare,1989,F,5918
Bell,Madison Smartt,1989,M,5919
Benford,Gregory,1989,M,5920
BenShea,Noah,1989,M,5921
Bond,Larry,1989,M,5922
Boylan,Eleanor,1989,F,5923
Boyne,Walter J.,1989,M,5924
Bradfield,Scott,1989,M,5925
Bradley,Marion Zimmer,1989,F,5926
Bram,Christopher,1989,M,5927
Brandon,Jay,1989,M,5928
Braun,Lilian Jackson,1989,F,5929
Brod,D. C,1989,0,5930
Brown,Dale,1989,M,5931
Bruno,Anthony,1989,M,5932
Bujold,Lois McMaster,1989,F,5933
Bukowski,Charles,1989,M,5934
Burke,James Lee,1989,M,5935
Busbee,Shirlee,1989,F,5936
Butler,Octavia E,1989,F,5937
Card,Orson Scott,1989,M,5938
Carey,Cameron,1989,F,5939
Chappell,Fred,1989,#N/A,5940
Chehak,Susan Taylor,1989,F,5941
Cline,C. Terry,1989,M,5942
Coburn,Andrew,1989,M,5943
Cofer,Judith Ortiz,1989,F,5944
Cook,Glen,1989,M,5945
Cook,Robin,1989,M,5946
Cook,Thomas H,1989,M,5947
Cooney,Eleanor,1989,F,5948
Crais,Robert,1989,M,5949
Crider,Bill,1989,M,5950
Crider,Bill,1989,M,5951
Crispin,A. C,1989,F,5952
David,Peter,1989,M,5953
Davis,Gwen,1989,F,5954
Davis,Kathryn Lynn,1989,0,5955
DeMarinis,Rick,1989,M,5956
Dillard,J. M.,1989,F,5957
Dillard,J. M.,1989,F,5958
Djerassi,Carl,1989,M,5959
Doctorow,E. L.,1989,M,5960
Dorr,Roberta Kells,1989,F,5961
Dunlap,Susan,1989,F,5962
Dunn,Carola,1989,F,5963
Dunn,Katherine,1989,F,5964
Dvorkin,David,1989,M,5965
Effinger,George Alec,1989,M,5966
Erickson,Steve,1989,M,5967
Estleman,Loren D,1989,M,5968
Fast,Howard,1989,M,5969
Feist,Raymond E,1989,M,5970
Felice,Cynthia,1989,F,5971
Fergusson,Bruce,1989,M,5972
Fontana,D. C,1989,F,5973
Friedman,Bruce Jay,1989,M,5974
Friedman,Kinky,1989,M,5975
Friedman,Michael Jan,1989,M,5976
Garfield,Brian,1989,M,5977
Gerber,Merrill Joan,1989,F,5978
Goldsborough,Robert,1989,M,5979
Goldstein,Lisa,1989,F,5980
Goudge,Eileen,1989,F,5981
Grafton,Sue,1989,F,5982
Graham,Heather,1989,F,5983
Gray,A. W.,1989,M,5984
Grimes,Martha,1989,F,5985
Guild,Nicholas,1989,M,5986
Hall,James W.,1989,M,5987
Hall,Parnell,1989,M,5988
Hamill,Pete,1989,M,5989
Harington,Donald,1989,M,5990
Harris,Ruth,1989,F,5991
Hart,Carolyn G,1989,F,5992
Healy,J. F.,1989,M,5993
Hess,Joan,1989,F,5994
Hiaasen,Carl,1989,M,5995
Hillerman,Tony,1989,M,5996
Howe,Melodie Johnson,1989,F,5997
Hunter,Stephen,1989,M,5998
Irvine,R. R.,1989,M,5999
Irving,John,1989,M,6000
Jackson,Loretta,1989,0,6001
Jakes,John,1989,M,6002
Jance,Judith A,1989,F,6003
Jeter,K. W,1989,M,6004
Joyce,Brenda,1989,F,6005
Kaminsky,Stuart M,1989,M,6006
Kerr,Katharine,1989,F,6007
Kingston,Maxine Hong,1989,F,6008
Kirchoff,Mary,1989,F,6009
Klass,Judy,1989,F,6010
Kleinbaum,N. H,1989,F,6011
Koenig,Joseph,1989,0,6012
Lackey,Mercedes,1989,F,6013
Lackey,Mercedes,1989,F,6014
Lichtenberg,Jacqueline,1989,F,6015
Lieberman,Herbert H.,1989,M,6016
Lindsey,Johanna,1989,F,6017
Longfellow,Pamela,1989,F,6018
Lorrah,Jean,1989,F,6019
MacAvoy,R. A,1989,F,6020
Mason,Robert,1989,M,6021
Maxwell,A. E,1989,0,6022
McCaffrey,Anne,1989,F,6023
McDevitt,Jack,1989,M,6024
McGuane,Thomas,1989,M,6025
McMurtry,Larry,1989,M,6026
Meyers,Annette,1989,F,6027
Michener,James A.,1989,M,6028
Michener,James A.,1989,M,6029
Mickle,Shelley Fraser,1989,F,6030
Miller,G. Wayne,1989,M,6031
Miller,Linda Lael,1989,F,6032
Moore,Susanna,1989,F,6033
Morris,Gilbert,1989,M,6034
Mosher,Howard Frank,1989,M,6035
Muller,Marcia,1989,F,6036
Muller,Marcia,1989,F,6037
Murphy,Pat,1989,F,6038
Muske-Dukes,Carol,1989,F,6039
Niven,Larry,1989,M,6040
Nova,Craig,1989,M,6041
Oates,Joyce Carol,1989,F,6042
Park,Paul,1989,M,6043
Parker,F. M,1989,M,6044
Patterson,James,1989,M,6045
Peart,Jane,1989,F,6046
Pendleton,Don,1989,M,6047
Peretti,Frank E,1989,M,6048
Phillips,Susan Elizabeth,1989,F,6049
Plain,Belva,1989,F,6050
Pollock,Daniel,1989,M,6051
Powers,Tim,1989,M,6052
Poyer,David,1989,M,6053
Price,Eugenia,1989,F,6054
Pringle,Terry,1989,M,6055
Ragen,Naomi,1989,F,6056
Rawn,Melanie,1989,F,6057
Ray,Robert J.,1989,M,6058
Reed,Ishmael,1989,M,6059
Reed,Robert,1989,M,6060
Resnick,Michael D,1989,M,6061
Rice,Anne,1989,F,6062
Rich,Meredith,1989,F,6063
Riley,Judith Merkle,1989,F,6064
Roberson,Jennifer,1989,F,6065
Roberts,Gillian,1989,F,6066
Robinson,Kim Stanley,1989,M,6067
Rule,Jane,1989,F,6068
Saberhagen,Fred,1989,M,6069
Sakol,Jeannie,1989,F,6070
Salvatore,R. A.,1989,M,6071
Sanchez,Thomas,1989,M,6072
Camp,John Roswell,1989,M,6073
Sarton,May,1989,F,6074
Satterthwait,Walter,1989,M,6075
Schwartz,John Burnham,1989,M,6076
Schwartz,Lynne Sharon,1989,F,6077
Shatner,William,1989,M,6078
Shields,David,1989,M,6079
Silverberg,Robert,1989,M,6080
Slavitt,David R.,1989,M,6081
Smith,C. W.,1989,M,6082
Smith,Martin Cruz,1989,M,6083
Snodgrass,Richard,1989,M,6084
Solomita,Stephen,1989,M,6085
Somtow,S. P,1989,M,6086
Spencer,LaVyrle,1989,F,6087
Spillane,Mickey,1989,M,6088
Stein,Sol,1989,M,6089
Steinke,Darcey,1989,F,6090
Strieber,Whitley,1989,M,6091
Stuart,Alexander,1989,M,6092
Sublett,Jesse,1989,M,6093
Sussman,Susan,1989,F,6094
Swift,Edward,1989,M,6095
Tarr,Judith,1989,F,6096
Taylor,Janelle,1989,F,6097
Tepper,Sheri S,1989,F,6098
Terpening,Ron,1989,M,6099
Thayer,Nancy,1989,F,6100
Theroux,Paul,1989,M,6101
Thoene,Bodie,1989,F,6102
Thoene,Bodie,1989,F,6103
Thom,James Alexander,1989,M,6104
Thomas,Ross,1989,M,6105
Thompson,Paul B,1989,M,6106
Thorndike,John,1989,M,6107
Toole,John Kennedy,1989,M,6108
Turk,H. C.,1989,M,6109
Vachss,Andrew H,1989,M,6110
Vance,Jack,1989,M,6111
Vandenburgh,Jane,1989,F,6112
Wallace,Irving,1989,M,6113
Washburn,L. J,1989,F,6114
Watson,Sterling,1989,M,6115
Weber,Joe,1989,M,6116
Weinstein,Howard,1989,M,6117
Wells,Marian,1989,F,6118
Wilhelm,Kate,1989,F,6119
Williams,Walter Jon,1989,M,6120
Wilson,F. Paul,1989,M,6121
Wingate,Anne,1989,F,6122
Wolfe,Gene,1989,M,6123
Woodiwiss,Kathleen E,1989,F,6124
Yarbro,Chelsea Quinn,1989,F,6125
Zimmerman,R. D.,1989,M,6126
Zubro,Mark Richard,1989,M,6127
Abbey,Edward,1990,M,6128
Allegretto,Michael,1990,M,6129
Allen,Charlotte Vale,1990,F,6130
Andrews,V. C.,1990,F,6131
Anthony,Piers,1990,M,6132
Anthony,Piers,1990,M,6133
Anthony,Piers,1990,M,6134
Auchincloss,Louis,1990,M,6135
Auel,Jean M,1990,F,6136
Auster,Paul,1990,M,6137
Barnes,Linda,1990,F,6138
Bear,Greg,1990,M,6139
Bickmore,Barbara,1990,F,6140
Bisson,Terry,1990,M,6141
Blake,Jennifer,1990,F,6142
Block,Lawrence,1990,M,6143
Blount,Roy,1990,M,6144
Bova,Ben,1990,M,6145
Bowen,Michael,1990,M,6146
Boylan,Eleanor,1990,F,6147
Braun,Lilian Jackson,1990,F,6148
Braun,Lilian Jackson,1990,F,6149
Brod,D. C,1990,0,6150
Brooks,Terry,1990,M,6151
Bruno,Anthony,1990,M,6152
Bujold,Lois McMaster,1990,F,6153
Bunn,T. Davis,1990,M,6154
Burke,James Lee,1990,M,6155
Cameron,Peter,1990,M,6156
Cannell,Dorothy,1990,F,6157
Capron,Jean F,1990,F,6158
Carkeet,David,1990,M,6159
Carr,Robyn,1990,F,6160
Carroll,Jonathan,1990,M,6161
Carter,Carmen,1990,0,6162
Charyn,Jerome,1990,M,6163
Chase,Loretta Lynda,1990,F,6164
Childress,Mark,1990,M,6165
Clark,Mary Higgins,1990,F,6166
Cohen,Jon,1990,M,6167
Collins,Joan,1990,F,6168
Cook,Robin,1990,M,6169
Cook,Thomas H,1990,M,6170
Coonts,Stephen,1990,M,6171
Cooper,Susan Rogers,1990,F,6172
Cornwell,Patricia Daniels,1990,F,6173
Corrington,John William,1990,M,6174
Coulter,Catherine,1990,F,6175
Courter,Gay,1990,F,6176
Crichton,Michael,1990,M,6177
Crider,Bill,1990,M,6178
Crispin,A. C,1990,F,6179
Dallas,Sandra,1990,F,6180
David,Peter,1990,M,6181
Davidson,Diane Mott,1990,F,6182
Dawson,Janet,1990,F,6183
DeAndrea,William L,1990,M,6184
Deveraux,Jude,1990,F,6185
Deverell,William,1990,M,6186
Dickson,Gordon R,1990,M,6187
Dickson,Gordon R,1990,M,6188
Dinallo,Gregory S,1990,M,6189
Dobyns,Stephen,1990,M,6190
Dobyns,Stephen,1990,M,6191
Doig,Ivan,1990,M,6192
Dorf,Fran,1990,F,6193
Dovlatov,Sergei,1990,M,6194
Dunlap,Susan,1990,F,6195
Elkins,Aaron J,1990,M,6196
Emshwiller,Carol,1990,F,6197
Estleman,Loren D,1990,M,6198
Estleman,Loren D,1990,M,6199
Flannery,Sean,1990,M,6200
Flint,Kenneth C,1990,M,6201
Ford,Richard,1990,M,6202
Fox,Paula,1990,F,6203
Freeman,Cynthia,1990,F,6204
Gaiman,Neil,1990,M,6205
Galbraith,John Kenneth,1990,M,6206
Garrett,George,1990,M,6207
Gear,W. Michael,1990,M,6208
Gill,Bartholomew,1990,M,6209
Goddard,Robert,1990,M,6210
Goldsborough,Robert,1990,M,6211
Gould,Judith,1990,M,6212
Grafton,Sue,1990,F,6213
Graham,Heather,1990,F,6214
Gray,A. W.,1990,M,6215
Greeley,Andrew M.,1990,0,6216
Greenburg,Dan,1990,M,6217
Gurganus,Allan,1990,M,6218
Haber,Karen,1990,F,6219
Hall,Parnell,1990,M,6220
Hallinan,Timothy,1990,M,6221
Hambly,Barbara,1990,F,6222
Harris,Charlaine,1990,F,6223
Harrison,Colin,1990,M,6224
Harrison,Sue,1990,F,6225
Haruf,Kent,1990,M,6226
Haywood,Gar Anthony,1990,M,6227
Hebert,Ernest,1990,M,6228
Hegi,Ursula,1990,F,6229
Hillerman,Tony,1990,M,6230
Hornsby,Wendy,1990,F,6231
Howard,Clark,1990,M,6232
Jance,Judith A,1990,F,6233
Jones,Kaylie,1990,F,6234
Rigney,James Oliver,1990,M,6235
Kakonis,Tom E,1990,M,6236
Kaminsky,Stuart M,1990,M,6237
Kaminsky,Stuart M,1990,M,6238
Kay,Terry,1990,M,6239
Kerr,Katharine,1990,F,6240
Kirchoff,Mary,1990,F,6241
Klein,Zachary,1990,M,6242
Koontz,Dean R.,1990,M,6243
Kraft,Eric,1990,M,6244
Kun,Michael,1990,M,6245
Kushner,Ellen,1990,F,6246
Leonard,Elmore,1990,M,6247
Leyner,Mark,1990,M,6248
Lipman,Elinor,1990,F,6249
Lustbader,Eric,1990,M,6250
Lutz,John,1990,M,6251
Lynch,Jennifer,1990,F,6252
MacAvoy,R. A,1990,F,6253
Martin,David Lozell,1990,M,6254
Matthiessen,Peter,1990,M,6255
Mayor,Archer,1990,M,6256
McCaffrey,Anne,1990,F,6257
McCaffrey,Anne,1990,F,6258
McCorkle,Jill,1990,F,6259
McCrumb,Sharyn,1990,F,6260
McFarland,Dennis,1990,M,6261
McNamara,Joseph D,1990,M,6262
Kuczkir,Mary Ruth,1990,F,6263
Miller,Linda Lael,1990,F,6264
Monette,Paul,1990,M,6265
Morris,Gilbert,1990,M,6266
Morrow,James,1990,M,6267
Morwood,Peter,1990,M,6268
Mosley,Walter,1990,M,6269
Muller,Marcia,1990,F,6270
O'Brien,Tim,1990,M,6271
Palliser,Charles,1990,M,6272
Paretsky,Sara,1990,F,6273
Parker,F. M,1990,M,6274
Parkinson,Dan,1990,M,6275
Pearson,Ridley,1990,M,6276
Peart,Jane,1990,F,6277
Peart,Jane,1990,F,6278
Peart,Jane,1990,F,6279
Peart,Jane,1990,F,6280
Peck,M. Scott,1990,M,6281
Pendleton,Don,1990,M,6282
Petrakis,Harry Mark,1990,M,6283
Phillips,Michael R.,1990,M,6284
Phillips,Michael R.,1990,M,6285
Pickard,Nancy,1990,F,6286
Potok,Chaim,1990,M,6287
Pringle,Terry,1990,M,6288
Pronzini,Bill,1990,M,6289
Puzo,Mario,1990,M,6290
Pynchon,Thomas,1990,M,6291
Randisi,Robert J,1990,M,6292
Rawn,Melanie,1990,F,6293
Resnick,Michael D,1990,M,6294
Rice,Anne,1990,F,6295
Rice,Luanne,1990,F,6296
Riley,Judith Merkle,1990,F,6297
Rivers,Caryl,1990,F,6298
Robinson,Kim Stanley,1990,M,6299
Rosenberg,Joel,1990,M,6300
Rossner,Judith,1990,F,6301
Roth,Philip,1990,M,6302
Rucker,Rudy v. B.,1990,M,6303
Saberhagen,Fred,1990,M,6304
Salvatore,R. A.,1990,M,6305
Camp,John Roswell,1990,M,6306
Camp,John Roswell,1990,M,6307
Satterthwait,Walter,1990,M,6308
Schine,Cathleen,1990,F,6309
Sharee,Keith,1990,0,6310
Sheldon,Sidney,1990,M,6311
Shiner,Lewis,1990,M,6312
Shuman,M. K,1990,M,6313
Siegel,Barbara,1990,F,6314
Simmons,Dan,1990,M,6315
Simonson,Sheila,1990,F,6316
Smith,Julie,1990,F,6317
Solomita,Stephen,1990,M,6318
Spencer,Scott,1990,M,6319
Squire,Elizabeth Daniels,1990,F,6320
Steel,Danielle,1990,F,6321
Stoyenoff,Norma Davis,1990,F,6322
Straub,Peter,1990,M,6323
Thoene,Bodie,1990,F,6324
Thomas,Elizabeth Marshall,1990,F,6325
Thompson,Paul B,1990,M,6326
Tierney,Ronald,1990,M,6327
Truscott,Lucian K.,1990,M,6328
Updike,John,1990,M,6329
Vachss,Andrew H,1990,M,6330
Vonnegut,Kurt,1990,M,6331
Weis,Margaret,1990,F,6332
Weis,Margaret,1990,F,6333
Westermann,John,1990,M,6334
Westlake,Donald E,1990,M,6335
Wilcox,Collin,1990,M,6336
Wilhelm,Kate,1990,F,6337
Williams,Michael,1990,M,6338
Williams,Tad,1990,M,6339
Wolfe,Gene,1990,M,6340
Wolfe,Gene,1990,M,6341
Woolley,Persia,1990,M,6342
Renfroe,Mary Kay,1990,F,6343
Yamashita,Karen Tei,1990,F,6344
De la Roche,Mazo,1951,F,6345
Lofts,Norah,1951,F,6346
Shute,Nevil,1951,M,6347
Snow,C. P.,1951,M,6348
Allingham,Margery,1952,F,6349
O'Malley,Mary Ann Dolling,1952,F,6350
Powell,Anthony,1952,M,6351
Waugh,Evelyn,1952,M,6352
Clarke,Arthur C.,1953,M,6353
De la Roche,Mazo,1953,F,6354
Goudge,Elizabeth,1953,F,6355
Heyer,Georgette,1953,F,6356
Golding,William,1954,M,6357
Lofts,Norah,1954,F,6358
O'Casey,Sean,1954,M,6359
Priestley,J. B.,1954,M,6360
Graves,Robert,1955,M,6361
Shute,Nevil,1955,M,6362
Waugh,Alec,1955,M,6363
Golding,William,1956,M,6364
Renault,Mary,1956,F,6365
West,Rebecca,1956,F,6366
Wilson,Angus,1956,M,6367
Hoyle,Fred,1957,M,6368
Jameson,Storm,1957,F,6369
Murdoch,Iris,1957,F,6370
Waugh,Evelyn,1957,M,6371
MacLean,Alistair,1958,M,6372
Marsh,Ngaio,1958,F,6373
Wilson,Angus,1958,M,6374
Braine,John,1959,M,6375
Cordell,Alexander,1959,M,6376
MacLennan,Hugh,1959,M,6377
Sutcliff,Rosemary,1959,F,6378
Goudge,Elizabeth,1960,F,6379
Hibbert,Eleanor,1960,F,6380
Shute,Nevil,1960,M,6381
Warner,Rex,1960,M,6382
Shute,Nevil,1961,M,6383
Taylor,Elizabeth,1961,F,6384
Costain,Thomas B.,1962,M,6385
Fleming,Ian,1962,M,6386
Huxley,Aldous,1962,M,6387
Lessing,Doris,1962,F,6388
Fowles,John,1963,M,6389
Gloag,Julian,1963,M,6390
Monsarrat,Nicholas,1963,M,6391
Van der Post,Laurens,1963,M,6392
Macken,Walter,1964,M,6393
Snow,C. P.,1964,M,6394
Trevor,Elleston,1964,M,6395
Allingham,Margery,1965,F,6396
Du Maurier,Daphne,1965,F,6397
Heyer,Georgette,1965,F,6398
Waugh,Alec,1965,M,6399
Murdoch,Iris,1966,F,6400
Renault,Mary,1966,F,6401
West,Rebecca,1966,F,6402
Cookson,Catherine,1967,F,6403
